СТАНЦИЯ,дата,Значение
Беспонтовая,2024-04-16,447.4076704530274
Беспонтовая,2024-04-17,445.9573641648693
Беспонтовая,2024-04-18,440.55173166347913
Беспонтовая,2024-04-19,427.1458943228275
Беспонтовая,2024-04-20,426.99694237768006
Беспонтовая,2024-04-21,422.4647873099729
Беспонтовая,2024-04-22,396.523275822759
Беспонтовая,2024-04-23,397.8992683070065
Беспонтовая,2024-04-24,394.9186188291959
Беспонтовая,2024-04-25,387.960687715593
Беспонтовая,2024-04-26,373.0792924761299
Беспонтовая,2024-04-27,371.6291282790059
Беспонтовая,2024-04-28,366.0634049327934
Беспонтовая,2024-04-29,339.44190176479003
Беспонтовая,2024-04-30,340.56723732758894
Беспонтовая,2024-05-01,337.8283764570492
Беспонтовая,2024-05-02,331.65308014092705
Беспонтовая,2024-05-03,318.1272650255648
Беспонтовая,2024-05-04,318.6203497668189
Беспонтовая,2024-05-05,315.582364806623
Беспонтовая,2024-05-06,292.05203942682465
Беспонтовая,2024-05-07,296.7936580798158
Беспонтовая,2024-05-08,298.1416864793833
Беспонтовая,2024-05-09,296.4548345908245
Беспонтовая,2024-05-10,287.7374700597113
Беспонтовая,2024-05-11,293.2673928051484
Беспонтовая,2024-05-12,295.39566984409043
Беспонтовая,2024-05-13,277.05765814298263
Беспонтовая,2024-05-14,286.91291562676054
Беспонтовая,2024-05-15,293.19290604120863
Беспонтовая,2024-05-16,296.1580700567562
Беспонтовая,2024-05-17,291.7220843780832
Беспонтовая,2024-05-18,301.0822335973305
Беспонтовая,2024-05-19,306.5215162833598
Беспонтовая,2024-05-20,290.9215462703454
Беспонтовая,2024-05-21,302.90389517331096
Беспонтовая,2024-05-22,310.67874202399673
Беспонтовая,2024-05-23,314.5023780306892
Беспонтовая,2024-05-24,310.3013798816162
Беспонтовая,2024-05-25,319.3023841558916
Беспонтовая,2024-05-26,323.83310793778486
Беспонтовая,2024-05-27,306.8337151140222
Беспонтовая,2024-05-28,316.996226476735
Беспонтовая,2024-05-29,322.6109034529969
Беспонтовая,2024-05-30,324.02122712263787
Беспонтовая,2024-05-31,317.24536694250617
Беспонтовая,2024-06-01,323.6031574765535
Беспонтовая,2024-06-02,325.5143159661401
Беспонтовая,2024-06-03,306.0070871934241
Беспонтовая,2024-06-04,313.85509723165035
Беспонтовая,2024-06-05,317.4214232822783
Беспонтовая,2024-06-06,317.1115701564728
Беспонтовая,2024-06-07,308.99330613287907
Беспонтовая,2024-06-08,314.42242247062563
Беспонтовая,2024-06-09,315.84018171427726
Беспонтовая,2024-06-10,296.2816589622345
Беспонтовая,2024-06-11,304.51276039340144
Беспонтовая,2024-06-12,308.8749139881098
Беспонтовая,2024-06-13,309.7390962892767
Беспонтовая,2024-06-14,303.12710776476223
Беспонтовая,2024-06-15,310.3391088220184
Беспонтовая,2024-06-16,313.75311911216113
Беспонтовая,2024-06-17,296.33561362302225
Беспонтовая,2024-06-18,306.780923367354
Беспонтовая,2024-06-19,313.35835581616766
Беспонтовая,2024-06-20,316.36861846239356
Беспонтовая,2024-06-21,311.76737956196644
Беспонтовая,2024-06-22,320.79490408275825
Беспонтовая,2024-06-23,325.7774003655781
Беспонтовая,2024-06-24,309.63915290057173
Беспонтовая,2024-06-25,321.0431018212993
Беспонтовая,2024-06-26,328.23874943955883
Беспонтовая,2024-06-27,331.5189558403286
Беспонтовая,2024-06-28,326.843450306282
Беспонтовая,2024-06-29,335.46800359295605
Беспонтовая,2024-06-30,339.7449175137177
Козырная,2024-01-01,57.75651371871264
Козырная,2024-01-02,61.36131466188277
Козырная,2024-01-03,63.5319497375264
Козырная,2024-01-04,66.42814428189403
Козырная,2024-01-05,67.69185582165277
Козырная,2024-01-06,70.03830619253907
Козырная,2024-01-07,71.55118650315364
Козырная,2024-01-08,72.61879503572581
Козырная,2024-01-09,74.15442220879501
Козырная,2024-01-10,74.24806953725403
Козырная,2024-01-11,75.09356446195113
Козырная,2024-01-12,74.36461476234753
Козырная,2024-01-13,74.80527662937668
Козырная,2024-01-14,74.5246850442984
Козырная,2024-01-15,73.93281503468488
Козырная,2024-01-16,73.96059368085838
Козырная,2024-01-17,72.7114527424438
Козырная,2024-01-18,72.38838389052816
Козырная,2024-01-19,70.67003762150773
Козырная,2024-01-20,70.30133468379589
Козырная,2024-01-21,69.38843101884353
Козырная,2024-01-22,68.3347950150137
Козырная,2024-01-23,68.06170536959357
Козырная,2024-01-24,66.66024640867968
Козырная,2024-01-25,66.31884878462493
Козырная,2024-01-26,64.6999019293262
Козырная,2024-01-27,64.53089218739257
Козырная,2024-01-28,63.89989293111522
Козырная,2024-01-29,63.19215136552978
Козырная,2024-01-30,63.311067211460404
Козырная,2024-01-31,62.33062832883304
Козырная,2024-02-01,62.42334102285811
Козырная,2024-02-02,61.237173082149454
Козырная,2024-02-03,61.48695716955794
Козырная,2024-02-04,61.25007670583959
Козырная,2024-02-05,60.90317698449657
Козырная,2024-02-06,61.34319691300173
Козырная,2024-02-07,60.63978874980209
Козырная,2024-02-08,60.963167849147766
Козырная,2024-02-09,59.96091650341569
Козырная,2024-02-10,60.34919707630944
Козырная,2024-02-11,60.2082053936759
Козырная,2024-02-12,59.918616901921354
Козырная,2024-02-13,60.38233137720647
Козырная,2024-02-14,59.67459421946685
Козырная,2024-02-15,59.97154694570818
Козырная,2024-02-16,58.926741183162626
Козырная,2024-02-17,59.26208086686967
Козырная,2024-02-18,59.0630321393768
Козырная,2024-02-19,58.71486077138448
Козырная,2024-02-20,59.1232087729386
Козырная,2024-02-21,58.36609254408812
Козырная,2024-02-22,58.62137782421854
Козырная,2024-02-23,57.5432666731614
Козырная,2024-02-24,57.85326042019413
Козырная,2024-02-25,57.63543567583354
Козырная,2024-02-26,57.27278930384206
Козырная,2024-02-27,57.66795874680937
Козырная,2024-02-28,56.8953936255087
Козырная,2024-02-29,57.129026527869
Козырная,2024-03-01,56.018970224176584
Козырная,2024-03-02,56.2826968751608
Козырная,2024-03-03,56.000527872182786
Козырная,2024-03-04,55.552181951399234
Козырная,2024-03-05,55.83768019561006
Козырная,2024-03-06,54.92967679720744
Козырная,2024-03-07,55.001257414123714
Козырная,2024-03-08,53.70272743098185
Козырная,2024-03-09,53.752842083622625
Козырная,2024-03-10,53.234304906135065
Козырная,2024-03-11,52.53028145561126
Козырная,2024-03-12,52.54522775067619
Козырная,2024-03-13,51.357104595463724
Козырная,2024-03-14,51.145023313520475
Козырная,2024-03-15,49.5658501648483
Козырная,2024-03-16,49.34522746687202
Козырная,2024-03-17,48.572844840500764
Козырная,2024-03-18,47.63871516826932
Козырная,2024-03-19,47.45376274999038
Козырная,2024-03-20,46.1018030303822
Козырная,2024-03-21,45.76696751071168
Козырная,2024-03-22,44.11010882435505
Козырная,2024-03-23,43.85965107039646
Козырная,2024-03-24,43.10672503431863
Козырная,2024-03-25,42.24134801944183
Козырная,2024-03-26,42.17295966985962
Козырная,2024-03-27,40.982395681074
Козырная,2024-03-28,40.84935407030079
Козырная,2024-03-29,39.428888542280795
Козырная,2024-03-30,39.44239210162149
Козырная,2024-03-31,38.97290715090382
Козырная,2024-04-01,38.4015170594778
Козырная,2024-04-02,38.62812463641055
Козырная,2024-04-03,37.72369242628672
Козырная,2024-04-04,37.857991703128654
Козырная,2024-04-05,36.67638631946454
Козырная,2024-04-06,36.89110585664156
Козырная,2024-04-07,36.576835550815936
Козырная,2024-04-08,36.107369424703855
Козырная,2024-04-09,36.37662397674576
Козырная,2024-04-10,35.451079987909424
Козырная,2024-04-11,35.4976929143229
Козырная,2024-04-12,34.16079276723444
Козырная,2024-04-13,34.15342398737583
Козырная,2024-04-14,33.552950291837014
Козырная,2024-04-15,32.73766995110868
Козырная,2024-04-16,32.60773943628993
Козырная,2024-04-17,31.2374751337995
Козырная,2024-04-18,30.803077224015933
Козырная,2024-04-19,28.959301641117374
Козырная,2024-04-20,28.430536879387795
Козырная,2024-04-21,27.306117941662947
Козырная,2024-04-22,25.976631049339865
Козырная,2024-04-23,25.35451581960001
Козырная,2024-04-24,23.52604371722288
Козырная,2024-04-25,22.678726062835846
Козырная,2024-04-26,20.477686503390185
Козырная,2024-04-27,19.65646323606423
Козырная,2024-04-28,18.31208109196244
Козырная,2024-04-29,16.84115396426616
Козырная,2024-04-30,16.160330003206965
Козырная,2024-05-01,14.358162786041179
Козырная,2024-05-02,13.622464699634666
Козырная,2024-05-03,11.616678867276402
Козырная,2024-05-04,11.070734766927353
Козырная,2024-05-05,10.076225941052432
Козырная,2024-05-06,9.022667067754039
Козырная,2024-05-07,8.818138191080187
Козырная,2024-05-08,7.541393424895105
Козырная,2024-05-09,7.3694833830167354
Козырная,2024-05-10,5.954419801401809
Козырная,2024-05-11,6.014338988563718
Козырная,2024-05-12,5.628993602429809
Козырная,2024-05-13,5.176320995940898
Козырная,2024-05-14,5.553387043906618
Козырная,2024-05-15,4.8287742852212965
Козырная,2024-05-16,5.170455807450249
Козырная,2024-05-17,4.222676397225499
Козырная,2024-05-18,4.697291735148131
Козырная,2024-05-19,4.669390528848915
Козырная,2024-05-20,4.5139446043000895
Козырная,2024-05-21,5.126784115502488
Козырная,2024-05-22,4.576966466750047
Козырная,2024-05-23,5.0345816439225715
Козырная,2024-05-24,4.147518208365753
Козырная,2024-05-25,4.632644830398984
Козырная,2024-05-26,4.571237588981436
Козырная,2024-05-27,4.345404454992291
Козырная,2024-05-28,4.858811378523757
Козырная,2024-05-29,4.188786470732651
Козырная,2024-05-30,4.513853264272324
Козырная,2024-05-31,3.4902257293333534
Козырная,2024-06-01,3.8427282233000746
Козырная,2024-06-02,3.659978525973294
Козырная,2024-06-03,3.330592687721847
Козырная,2024-06-04,3.7637225847671942
Козырная,2024-06-05,3.0410081172299215
Козырная,2024-06-06,3.3439992894123165
Козырная,2024-06-07,2.330583792111913
Козырная,2024-06-08,2.7258848132160303
Козырная,2024-06-09,2.6174673437114357
Козырная,2024-06-10,2.3916103947026848
Козырная,2024-06-11,2.953953331036825
Козырная,2024-06-12,2.3815942848657485
Козырная,2024-06-13,2.8506907642595074
Козырная,2024-06-14,2.013091968469098
Козырная,2024-06-15,2.587460640929873
Козырная,2024-06-16,2.6547152667836507
Козырная,2024-06-17,2.5945422426026603
Козырная,2024-06-18,3.3062783565146106
Козырная,2024-06-19,2.8612338435198517
Козырная,2024-06-20,3.4304988454300904
Козырная,2024-06-21,2.6617561427536707
Козырная,2024-06-22,3.2705521958210078
Козырная,2024-06-23,3.3358525398037457
Козырная,2024-06-24,3.236627579169369
Козырная,2024-06-25,3.8727668285271477
Козырная,2024-06-26,3.317390934395476
Козырная,2024-06-27,3.7446047646561347
Козырная,2024-06-28,2.8062162610019996
Козырная,2024-06-29,3.2228762299051894
Козырная,2024-06-30,3.079469463224985
Любимая,2024-01-01,1562.3425747105543
Любимая,2024-01-02,1676.539618189185
Любимая,2024-01-03,1763.789720627658
Любимая,2024-01-04,1841.8933205077815
Любимая,2024-01-05,1885.7414224170839
Любимая,2024-01-06,1966.0988151363463
Любимая,2024-01-07,2023.2495624170924
Любимая,2024-01-08,2036.052282247156
Любимая,2024-01-09,2072.5083929224234
Любимая,2024-01-10,2082.8654028495525
Любимая,2024-01-11,2086.250632075066
Любимая,2024-01-12,2058.763641368265
Любимая,2024-01-13,2072.237279269172
Любимая,2024-01-14,2067.8652078748305
Любимая,2024-01-15,2025.2437502021012
Любимая,2024-01-16,2012.9314383041753
Любимая,2024-01-17,1981.548410988189
Любимая,2024-01-18,1950.4109929057927
Любимая,2024-01-19,1895.6295507550171
Любимая,2024-01-20,1888.8792406137852
Любимая,2024-01-21,1871.0411051111096
Любимая,2024-01-22,1821.2608688426606
Любимая,2024-01-23,1807.5282400394108
Любимая,2024-01-24,1779.7982368479788
Любимая,2024-01-25,1756.6491989442325
Любимая,2024-01-26,1713.404888081454
Любимая,2024-01-27,1720.929598091258
Любимая,2024-01-28,1719.2930574945058
Любимая,2024-01-29,1686.85183399541
Любимая,2024-01-30,1690.8494631729527
Любимая,2024-01-31,1680.556302664109
Любимая,2024-02-01,1673.943337030034
Любимая,2024-02-02,1645.8169932443927
Любимая,2024-02-03,1666.6236430010358
Любимая,2024-02-04,1676.1204345005935
Любимая,2024-02-05,1652.4591277052125
Любимая,2024-02-06,1662.7852236276058
Любимая,2024-02-07,1656.3735560955738
Любимая,2024-02-08,1651.2948297985
Любимая,2024-02-09,1622.5405047004779
Любимая,2024-02-10,1640.8151125683507
Любимая,2024-02-11,1646.193113323892
Любимая,2024-02-12,1617.1874704863499
Любимая,2024-02-13,1621.3327656428182
Любимая,2024-02-14,1608.3045573196584
Любимая,2024-02-15,1596.5699961352752
Любимая,2024-02-16,1561.4975996990097
Любимая,2024-02-17,1574.1357369309787
Любимая,2024-02-18,1574.8573406609107
Любимая,2024-02-19,1542.4183747286795
Любимая,2024-02-20,1544.5331489581085
Любимая,2024-02-21,1530.9883804504916
Любимая,2024-02-22,1520.2911214502844
Любимая,2024-02-23,1487.7784793103792
Любимая,2024-02-24,1504.39861498981
Любимая,2024-02-25,1510.3603940655207
Любимая,2024-02-26,1484.19899603241
Любимая,2024-02-27,1493.3602876009475
Любимая,2024-02-28,1487.3255138043612
Любимая,2024-02-29,1484.2710374785986
Любимая,2024-03-01,1459.1906309683513
Любимая,2024-03-02,1482.6893667747377
Любимая,2024-03-03,1494.64603761969
Любимая,2024-03-04,1473.290978614599
Любимая,2024-03-05,1485.8016882685356
Любимая,2024-03-06,1481.4374300407353
Любимая,2024-03-07,1478.2072212078297
Любимая,2024-03-08,1450.9984472306169
Любимая,2024-03-09,1470.3749486431723
Любимая,2024-03-10,1476.2413829330656
Любимая,2024-03-11,1446.9206811728434
Любимая,2024-03-12,1449.7470192777375
Любимая,2024-03-13,1434.1955833989205
Любимая,2024-03-14,1418.5437049377251
Любимая,2024-03-15,1377.9908370401317
Любимая,2024-03-16,1383.4465102832955
Любимая,2024-03-17,1375.1834080247042
Любимая,2024-03-18,1331.902755407245
Любимая,2024-03-19,1321.314840160026
Любимая,2024-03-20,1293.2563541654442
Любимая,2024-03-21,1266.3395388090466
Любимая,2024-03-22,1216.0609985777505
Любимая,2024-03-23,1213.5796858457488
Любимая,2024-03-24,1199.3615236612409
Любимая,2024-03-25,1152.238137700032
Любимая,2024-03-26,1139.9827349060254
Любимая,2024-03-27,1112.4249725355653
Любимая,2024-03-28,1088.099885996837
Любимая,2024-03-29,1042.3587533786658
Любимая,2024-03-30,1046.1513407922573
Любимая,2024-03-31,1039.6768662332588
Любимая,2024-04-01,1001.4509578932244
Любимая,2024-04-02,998.8913892750925
Любимая,2024-04-03,981.4441278053388
Любимая,2024-04-04,967.2444161127213
Любимая,2024-04-05,931.2403834115619
Любимая,2024-04-06,943.988231344425
Любимая,2024-04-07,945.3159253909744
Любимая,2024-04-08,913.4022670504022
Любимая,2024-04-09,915.3737467798329
Любимая,2024-04-10,900.4403622851086
Любимая,2024-04-11,886.5648104519844
Любимая,2024-04-12,848.5922903756069
Любимая,2024-04-13,857.0497608289821
Любимая,2024-04-14,851.8114475173172
Любимая,2024-04-15,811.1774090218412
Любимая,2024-04-16,802.4675666988758
Любимая,2024-04-17,775.1524598547537
Любимая,2024-04-18,747.5152803610795
Любимая,2024-04-19,694.7726347361285
Любимая,2024-04-20,687.8631458804529
Любимая,2024-04-21,667.1010087155182
Любимая,2024-04-22,611.2416678388662
Любимая,2024-04-23,588.0624110033369
Любимая,2024-04-24,547.4795457272938
Любимая,2024-04-25,508.1971242383683
Любимая,2024-04-26,445.8150682918013
Любимая,2024-04-27,431.60618974202737
Любимая,2024-04-28,406.159573244489
Любимая,2024-04-29,348.437799050531
Любимая,2024-04-30,326.35105779669556
Любимая,2024-05-01,289.87002309470415
Любимая,2024-05-02,257.6725799564048
Любимая,2024-05-03,205.252323748126
Любимая,2024-05-04,203.69831708584297
Любимая,2024-05-05,193.34349125048794
Любимая,2024-05-06,152.82902137818945
Любимая,2024-05-07,149.6875142593176
Любимая,2024-05-08,133.46660360397226
Любимая,2024-05-09,122.38773023255499
Любимая,2024-05-10,91.46766142589695
Любимая,2024-05-11,111.31184746244662
Любимая,2024-05-12,121.77659542967297
Любимая,2024-05-13,101.0469783065372
Любимая,2024-05-14,116.23291458286974
Любимая,2024-05-15,116.50462962001848
Любимая,2024-05-16,119.76192407277767
Любимая,2024-05-17,100.76449361528205
Любимая,2024-05-18,129.9321394802958
Любимая,2024-05-19,147.01165063009887
Любимая,2024-05-20,130.1571414711226
Любимая,2024-05-21,146.526215447872
Любимая,2024-05-22,145.4131717882713
Любимая,2024-05-23,144.91375748175562
Любимая,2024-05-24,120.04885371651346
Любимая,2024-05-25,141.55614497195603
Любимая,2024-05-26,149.5468174881567
Любимая,2024-05-27,122.57438596041953
Любимая,2024-05-28,128.21837307048355
Любимая,2024-05-29,116.20444188408601
Любимая,2024-05-30,105.05588270647092
Любимая,2024-05-31,70.20424768656324
Любимая,2024-06-01,82.76857764257943
Любимая,2024-06-02,83.20064424543455
Любимая,2024-06-03,50.34365151933298
Любимая,2024-06-04,52.0074245855169
Любимая,2024-06-05,38.08193802896005
Любимая,2024-06-06,27.184279246704364
Любимая,2024-06-07,0.0
Любимая,2024-06-08,11.897147906270902
Любимая,2024-06-09,18.904033900173204
Любимая,2024-06-10,0.0
Любимая,2024-06-11,6.07236222153324
Любимая,2024-06-12,3.384863328441611
Любимая,2024-06-13,4.65479490504265
Любимая,2024-06-14,0.0
Любимая,2024-06-15,14.983371371521002
Любимая,2024-06-16,34.65028941569324
Любимая,2024-06-17,22.226957107135604
Любимая,2024-06-18,44.903167455330845
Любимая,2024-06-19,51.92813276158779
Любимая,2024-06-20,61.27805139176212
Любимая,2024-06-21,47.78494561585569
Любимая,2024-06-22,81.93563562675479
Любимая,2024-06-23,103.53764775738432
Любимая,2024-06-24,90.79884942272861
Любимая,2024-06-25,110.92318122869756
Любимая,2024-06-26,113.24369548792504
Любимая,2024-06-27,115.88738764094518
Любимая,2024-06-28,93.89918751001301
Любимая,2024-06-29,118.03413057967356
Любимая,2024-06-30,128.41472350130317
Модная,2024-01-01,124.41922292016446
Модная,2024-01-02,131.65421348333507
Модная,2024-01-03,135.28981642324877
Модная,2024-01-04,140.87109546694768
Модная,2024-01-05,143.51610553587872
Модная,2024-01-06,150.23923060917753
Модная,2024-01-07,153.45935176048752
Модная,2024-01-08,155.37964903853927
Модная,2024-01-09,158.46215781200462
Модная,2024-01-10,157.90633955603312
Модная,2024-01-11,159.3257879993448
Модная,2024-01-12,157.902754038809
Модная,2024-01-13,160.71035644079814
Модная,2024-01-14,160.21979336347292
Модная,2024-01-15,158.67937496299103
Модная,2024-01-16,158.5885091075928
Модная,2024-01-17,155.17590623827084
Модная,2024-01-18,154.07612500517268
Модная,2024-01-19,150.48413757991528
Модная,2024-01-20,151.47777220737765
Модная,2024-01-21,149.52533402061613
Модная,2024-01-22,146.86520632140912
Модная,2024-01-23,145.98054284249193
Модная,2024-01-24,142.07829275175996
Модная,2024-01-25,140.7666537159496
Модная,2024-01-26,137.2106043485299
Модная,2024-01-27,138.45534555178097
Модная,2024-01-28,136.93492402030918
Модная,2024-01-29,134.8528133961086
Модная,2024-01-30,134.657538618581
Модная,2024-01-31,131.5225626260169
Модная,2024-02-01,131.0245110345195
Модная,2024-02-02,128.29936978755143
Модная,2024-02-03,130.3664726531545
Модная,2024-02-04,129.63754312685398
Модная,2024-02-05,128.2975615514172
Модная,2024-02-06,128.78054233609902
Модная,2024-02-07,126.24944366298837
Модная,2024-02-08,126.27429219348221
Модная,2024-02-09,123.98816797717822
Модная,2024-02-10,126.4108795494961
Модная,2024-02-11,125.9576092920559
Модная,2024-02-12,124.81931723914964
Модная,2024-02-13,125.43800685253936
Модная,2024-02-14,122.98609444979053
Модная,2024-02-15,123.04398414370343
Модная,2024-02-16,120.7555122906328
Модная,2024-02-17,123.15110912049498
Модная,2024-02-18,122.65597368632216
Модная,2024-02-19,121.47006431196209
Модная,2024-02-20,122.04301961223761
Модная,2024-02-21,119.55326059522933
Модная,2024-02-22,119.58538160423319
Модная,2024-02-23,117.28549697587576
Модная,2024-02-24,119.68439094083884
Модная,2024-02-25,119.20576382862154
Модная,2024-02-26,118.04637092941292
Модная,2024-02-27,118.65116078045234
Модная,2024-02-28,116.19265293384919
Модная,2024-02-29,116.24865076605714
Модная,2024-03-01,113.95794270714318
Модная,2024-03-02,116.34382509661688
Модная,2024-03-03,115.82272508019261
Модная,2024-03-04,114.58470542198509
Модная,2024-03-05,115.06894417107311
Модная,2024-03-06,112.44341651222078
Модная,2024-03-07,112.2828631435537
Модная,2024-03-08,109.72468920498184
Модная,2024-03-09,111.79261975992813
Модная,2024-03-10,110.905385403586
Модная,2024-03-11,109.25721752865124
Модная,2024-03-12,109.2932463914646
Модная,2024-03-13,106.1890320286
Модная,2024-03-14,105.52831748842137
Модная,2024-03-15,102.45865573509593
Модная,2024-03-16,104.01474551262984
Модная,2024-03-17,102.62676065698014
Модная,2024-03-18,100.50046456194859
Модная,2024-03-19,100.09221596633975
Модная,2024-03-20,96.58810955360195
Модная,2024-03-21,95.58135424342625
Модная,2024-03-22,92.2275534797122
Модная,2024-03-23,93.5677348591901
Модная,2024-03-24,92.03642436405059
Модная,2024-03-25,89.84156604696923
Модная,2024-03-26,89.43940055266228
Модная,2024-03-27,86.01355102339197
Модная,2024-03-28,85.1524220007002
Модная,2024-03-29,82.0045759482209
Модная,2024-03-30,83.60193263514827
Модная,2024-03-31,82.36808217799748
Модная,2024-04-01,80.49850590113763
Модная,2024-04-02,80.43580969763198
Модная,2024-04-03,77.34920799176295
Модная,2024-04-04,76.81235205027444
Модная,2024-04-05,73.95915435157237
Модная,2024-04-06,75.80744068704448
Модная,2024-04-07,74.76770699637339
Модная,2024-04-08,73.02376149825844
Модная,2024-04-09,73.00834381443191
Модная,2024-04-10,69.8829472204976
Модная,2024-04-11,69.21592718581982
Модная,2024-04-12,66.13853903443535
Модная,2024-04-13,67.66872950245782
Модная,2024-04-14,66.21995448476919
Модная,2024-04-15,63.981801153901955
Модная,2024-04-16,63.395506174313795
Модная,2024-04-17,59.633598570743196
Модная,2024-04-18,58.27775516377959
Модная,2024-04-19,54.474518335067394
Модная,2024-04-20,55.258709796831724
Модная,2024-04-21,53.0618232560667
Модная,2024-04-22,50.09218613201341
Модная,2024-04-23,48.80999504340433
Модная,2024-04-24,44.406467244800425
Модная,2024-04-25,42.481209766826055
Модная,2024-04-26,38.19746967342615
Модная,2024-04-27,38.60511216760067
Модная,2024-04-28,36.14862151463785
Модная,2024-04-29,33.04692569166722
Модная,2024-04-30,31.76815859093918
Модная,2024-05-01,27.508609171222265
Модная,2024-05-02,25.86996443099083
Модная,2024-05-03,22.01451250549738
Модная,2024-05-04,22.988153211313787
Модная,2024-05-05,21.22850930638382
Модная,2024-05-06,18.944935452034365
Модная,2024-05-07,18.593532700034586
